normalised_synonym	normalised_id
down-regulation of saliva secretion	GO:1905747
down-regulation of salivation	GO:1905747
downregulation of saliva secretion	GO:1905747
down regulation of salivation	GO:1905747
downregulation of salivation	GO:1905747
negative regulation of salivation	GO:1905747
regulation of neutrophil leucocyte aggregation	GO:2000428
regulation of neutrocyte aggregation	GO:2000428
regulation of neutrophilic leukocyte aggregation	GO:2000428
abnormality of female internal genitalia	HP:0000008
poor bladder function	HP:0000009
lack of bladder control due to nervous system injury	HP:0000011
bladder diverticula	HP:0000015
increased post-void residual urine volume	HP:0000016
difficulty with flow	HP:0000019
bladder incontinence	HP:0000020
loss of bladder control	HP:0000020
absent sperm in semen	HP:0000027
testicular degeneration	HP:0000029
abnormality of the testis	HP:0000035
anomaly of the testes	HP:0000035
hypogonadotrophic hypogonadism	HP:0000044
low gonadotropins (secondary hypogonadism)	HP:0000044
underdeveloped scrotum	HP:0000046
scrotal hypoplasia	HP:0000046
smaller than typical growth of scrotum	HP:0000046
hypoplastic scrotum	HP:0000046
scrotum surrounds penis	HP:0000049
overriding scrotum	HP:0000049
short penis	HP:0000054
small penis	HP:0000054
abnormality of female external genitalia	HP:0000055
abnormal female external genitalia	HP:0000055
small labia majora	HP:0000059
hypoplasia of labia majora	HP:0000059
underdeveloped vaginal lips	HP:0000059
ambiguous external genitalia	HP:0000062
ambiguous external genitalia at birth	HP:0000062
intersex genitalia	HP:0000062
underdeveloped labia	HP:0000066
hypoplastic labia	HP:0000066
ureteral anomalies	HP:0000069
ureter issue	HP:0000069
abnormality of the ureters	HP:0000069
wide ureter	HP:0000072
megaureter	HP:0000072
ureteral dilatation	HP:0000072
swelling of ureter	HP:0000072
dilated ureter	HP:0000072
renal anomaly	HP:0000077
abnormal kidney	HP:0000077
abnormality of the kidney	HP:0000077
renal anomalies	HP:0000077
genital anomalies	HP:0000078
genital abnormalities	HP:0000078
genital abnormality	HP:0000078
genital defects	HP:0000078
urinary tract abnormalities	HP:0000079
urinary tract abnormality	HP:0000079
urinary tract anomalies	HP:0000079
renal failure in adulthood	HP:0000083
renal failure	HP:0000083
horseshoe kidneys	HP:0000085
horseshoe kidney	HP:0000085
juvenile nephronophthisis	HP:0000090
high urine protein levels	HP:0000093
protein in urine	HP:0000093
glomerulosclerosis	HP:0000096
increased body height	HP:0000098
accelerated linear growth	HP:0000098
increased linear growth	HP:0000098
tall stature	HP:0000098
glomerular nephritis	HP:0000099
increased urine output	HP:0000103
nephromegaly	HP:0000105
large kidneys	HP:0000105
renal enlargement	HP:0000105
enlarged kidney	HP:0000105
kidney cyst	HP:0000107
polycystic kidneys	HP:0000113
organ abnormality	HP:0000118
too much calcium deposited in kidneys	HP:0000121
sacral kidney	HP:0000125
uterine malformations	HP:0000130
uterine abnormalities	HP:0000130
abnormality of the uterus	HP:0000130
uterine fibroid	HP:0000131
benign uterine leiomyomas	HP:0000131
abnormally heavy bleeding during menstruation	HP:0000132
abnormally heavy periods	HP:0000132
hypermenorrhea	HP:0000132
ovarian cyst	HP:0000138
cystic abnormalities of the ovaries	HP:0000138
cystic ovaries	HP:0000138
ovarian cystic abnormality	HP:0000138
abnormality of head or neck	HP:0000152
head and neck abnormality	HP:0000152
abnormal mouth	HP:0000153
abnormality of the mouth	HP:0000153
large mouth	HP:0000154
wide mouth	HP:0000154
broad mouth	HP:0000154
macrostomia	HP:0000154
large oral aperture	HP:0000154
mouth ulcer	HP:0000155
oral mucosal ulceration	HP:0000155
tongue abnormality	HP:0000157
glossal abnormality	HP:0000157
lingual abnormality	HP:0000157
abnormal tongue	HP:0000157
abnormality of the tongue	HP:0000157
small mouth	HP:0000160
narrow mouth	HP:0000160
small oral aperture	HP:0000160
microstomia	HP:0000160
central cleft upper lip	HP:0000161
midline cleft lip	HP:0000161
abnormal dentition	HP:0000164
abnormal teeth	HP:0000164
dental anomalies	HP:0000164
dental abnormalities	HP:0000164
dental abnormality	HP:0000164
hypoplastic tongue	HP:0000171
decreased size of tongue	HP:0000171
lingual hypoplasia	HP:0000171
rudimentary tongue	HP:0000171
small tongue	HP:0000171
underdevelopment of the tongue	HP:0000171
hypoglossia	HP:0000171
abnormally small tongue	HP:0000171
hypoplasia of the tongue	HP:0000171
cleft roof of mouth	HP:0000175
cleft hard and soft palate	HP:0000175
cleft of hard and soft palate	HP:0000175
cleft palate	HP:0000175
cleft of palate	HP:0000175
palatoschisis	HP:0000175
uranostaphyloschisis	HP:0000175
thick vermilion border of lower lip	HP:0000179
increased volume of lower lip	HP:0000179
prominent lower lip	HP:0000179
increased volume of lower lip vermilion	HP:0000179
plump lower lip	HP:0000179
increased height of lower lip vermilion	HP:0000179
full lower lip vermilion	HP:0000179
slack jawed appearance	HP:0000194
open mouth	HP:0000194
gaped mouthed appearance	HP:0000194
gaped jawed appearance	HP:0000194
short tongue frenum	HP:0000200
short lingual frenum	HP:0000200
tight lingual frenulum	HP:0000200
short tongue frenulum	HP:0000200
deficiency of lingual frenulum	HP:0000200
pierre-robin anomaly	HP:0000201
pierre robin sequence	HP:0000201
pierre-robin malformation	HP:0000201
pierre-robin deformity	HP:0000201
robin sequence	HP:0000201
cleft of the mouth	HP:0000202
oral cleft	HP:0000202
oral clefting	HP:0000202
cheiloschisis of upper lip	HP:0000204
harelip	HP:0000204
cleft upper lip	HP:0000204
high arched palate	HP:0000218
elevated palate	HP:0000218
high-arched palate	HP:0000218
palate high-arched	HP:0000218
high, arched palate	HP:0000218
increased palatal height	HP:0000218
high palate	HP:0000218
palate, high-arched	HP:0000218
thin upper lip	HP:0000219
decreased height of upper lip vermilion	HP:0000219
thin vermilion border of upper lip	HP:0000219
decreased volume of upper lip vermilion	HP:0000219
decreased volume of upper lip	HP:0000219
velopharyngeal incompetence	HP:0000220
abnormality of taste sensation	HP:0000223
gingival hemorrhage	HP:0000225
gingivorrhagia	HP:0000225
gingival haemorrhage	HP:0000225
bleeding gums	HP:0000225
inflamed gums	HP:0000230
gingival inflammation	HP:0000230
red and swollen gums	HP:0000230
thin vermillion	HP:0000233
thin lips	HP:0000233
decreased volume of lip	HP:0000233
decreased volume of lip vermillion	HP:0000233
abnormality of the head	HP:0000234
head abnormality	HP:0000234
abnormal head	HP:0000234
abnormality of the anterior fontanelle	HP:0000236
abnormality of the forehead soft spot	HP:0000236
hydrocephaly	HP:0000238
too much cerebrospinal fluid in the brain	HP:0000238
nonsyndromal hydrocephalus	HP:0000238
wedge shaped skull	HP:0000243
triangular cranium shape	HP:0000243
wedge shaped cranium	HP:0000243
triangular skull shape	HP:0000243
short and broad skull	HP:0000248
decreased size of skull	HP:0000252
abnormally small cranium	HP:0000252
reduced head circumference	HP:0000252
small cranium	HP:0000252
decreased size of cranium	HP:0000252
small head circumference	HP:0000252
decreased circumference of cranium	HP:0000252
abnormally small skull	HP:0000252
macrocephalus	HP:0000256
megacephaly	HP:0000256
increased size of cranium	HP:0000256
increased size of skull	HP:0000256
large head	HP:0000256
large head circumference	HP:0000256
macrocrania	HP:0000256
large open anterior fontanel	HP:0000260
wide anterior fontanelle	HP:0000260
large anterior fontanelle	HP:0000260
large open anterior fontanelle	HP:0000260
large anterior fontanel	HP:0000260
wide open anterior fontanelle	HP:0000260
wider-than-typical soft spot of skull	HP:0000260
abnormality of the mastoid	HP:0000264
abnormality of mastoid process of temporal bone	HP:0000264
tall and narrow skull	HP:0000268
long, narrow head	HP:0000268
prominent back of the skull	HP:0000269
prominent posterior skull	HP:0000269
prominent posterior cranium	HP:0000269
protruding occiput	HP:0000269
facial abnormality	HP:0000271
abnormal face	HP:0000271
abnormality of the face	HP:0000271
depressed malar region	HP:0000272
flat cheekbone	HP:0000272
zygomatic flattening	HP:0000272
malar hypoplasia	HP:0000272
decreased size of malar bone	HP:0000272
underdevelopment of malar bone	HP:0000272
small face	HP:0000274
microfacies	HP:0000274
facial hypoplasia	HP:0000274
microface	HP:0000274
short and narrow face	HP:0000274
small facies	HP:0000274
hypoplasia of face	HP:0000274
transverse insufficiency of face	HP:0000275
narrow facies	HP:0000275
thin facies	HP:0000275
decreased horizontal dimension of face	HP:0000275
horizontal insufficiency of face	HP:0000275
transverse hypoplasia of face	HP:0000275
horizontal hypoplasia of face	HP:0000275
narrow face	HP:0000275
transverse deficiency of face	HP:0000275
decreased transverse dimension of face	HP:0000275
decreased width of face	HP:0000275
decreased breadth of face	HP:0000275
horizontal deficiency of face	HP:0000275
vertical overgrowth of face	HP:0000276
long facies	HP:0000276
increased height of face	HP:0000276
increased length of face	HP:0000276
elongation of face	HP:0000276
vertical elongation of face	HP:0000276
vertical facial excess	HP:0000276
increased vertical dimension of face	HP:0000276
long face	HP:0000276
vertical excess of face	HP:0000276
vertical enlargement of face	HP:0000276
vertical hyperplasia of face	HP:0000276
abnormality of the mandible	HP:0000277
abnormality of the lower jaw bone	HP:0000277
receding lower jaw	HP:0000278
lower jaw retrognathia	HP:0000278
mandibular retrognathia	HP:0000278
retrognathia of lower jaw	HP:0000278
mandibular retrusion	HP:0000278
lower jaw retrusion	HP:0000278
receding mandible	HP:0000278
retrusion of lower jaw	HP:0000278
receding chin	HP:0000278
weak jaw	HP:0000278
weak chin	HP:0000278
coarse facies	HP:0000280
coarse facial appearance	HP:0000280
coarse facial features	HP:0000280
coarse face	HP:0000280
facial oedema	HP:0000282
facial swelling	HP:0000282
facial puffiness	HP:0000282
transverse hyperplasia of face	HP:0000283
horizontal hyperplasia of face	HP:0000283
broad face	HP:0000283
increased transverse dimension of face	HP:0000283
increased horizontal dimension of face	HP:0000283
horizontal excess of face	HP:0000283
wide face	HP:0000283
increased breadth of face	HP:0000283
transverse excess of face	HP:0000283
wide facies	HP:0000283
increased width of face	HP:0000283
broad facies	HP:0000283
palpebronasal fold	HP:0000286
epicanthal folds	HP:0000286
epicanthic folds	HP:0000286
epicanthal fold	HP:0000286
plica palpebronasalis	HP:0000286
eye folds	HP:0000286
prominent eye folds	HP:0000286
low frontal hairline	HP:0000294
low-set frontal hairline	HP:0000294
low facial muscle tone	HP:0000297
decreased facial muscle tone	HP:0000297
reduced facial muscle tone	HP:0000297
hypotonic facies	HP:0000297
prominent mandible	HP:0000303
mandibular prognathism	HP:0000303
mandibular excess	HP:0000303
mandibular macrognathia	HP:0000303
lower jaw hyperplasia	HP:0000303
increased projection of lower jaw	HP:0000303
relative mandibular prognathism	HP:0000303
macromandible	HP:0000303
prognathia	HP:0000303
large lower jaw	HP:0000303
large mandible	HP:0000303
increased size of lower jaw	HP:0000303
prognathism	HP:0000303
mandibular hyperplasia	HP:0000303
lower jaw excess	HP:0000303
prominent chin	HP:0000303
hyperplasia of lower jaw	HP:0000303
mandible prognathism	HP:0000303
prominent lower jaw	HP:0000303
increased projection of mandible	HP:0000303
prominent jaw	HP:0000303
big mandible	HP:0000303
enlarged mandible	HP:0000303
big lower jaw	HP:0000303
enlargement of mandible	HP:0000303
small pointed chin	HP:0000307
pointy chin	HP:0000307
pointed chin	HP:0000307
witch's chin	HP:0000307
pointed mention region	HP:0000307
retromicrognathia	HP:0000308
small retruded chin	HP:0000308
round facial appearance	HP:0000311
circular face	HP:0000311
round face	HP:0000311
round facial shape	HP:0000311
round facies	HP:0000311
widely spaced eyes	HP:0000316
increased distance between eye sockets	HP:0000316
increased distance between eyes	HP:0000316
wide-set eyes	HP:0000316
increased interpupillary distance	HP:0000316
excessive orbital separation	HP:0000316
ocular hypertelorism	HP:0000316
widened interpupillary distance	HP:0000316
shallow philtrum	HP:0000319
indistinct philtrum	HP:0000319
philtrum, smooth	HP:0000319
decreased depth of philtrum	HP:0000319
flat philtrum	HP:0000319
simple philtrum	HP:0000319
square face	HP:0000321
square facial shape	HP:0000321
square facies	HP:0000321
decreased length of philtrum	HP:0000322
decreased vertical dimension of philtrum	HP:0000322
vertical hypoplasia of philtrum	HP:0000322
decreased height of philtrum	HP:0000322
triangular facial shape	HP:0000325
face with broad temples and narrow chin	HP:0000325
triangular facies	HP:0000325
triangular face	HP:0000325
inverted triangular face	HP:0000325
maxillary retrusion	HP:0000327
hypoplastic maxillary bones	HP:0000327
upper jaw retrusion	HP:0000327
maxillary hypoplasia	HP:0000327
micromaxilla	HP:0000327
upper jaw deficiency	HP:0000327
maxillary micrognathia	HP:0000327
decreased size of upper jaw	HP:0000327
maxillary deficiency	HP:0000327
small maxilla	HP:0000327
decreased size of maxilla	HP:0000327
small upper jaw bones	HP:0000327
hypoplasia of upper jaw bones	HP:0000327
small upper jaw	HP:0000327
maxillary retrognathia	HP:0000327
vertical deficiency of chin	HP:0000331
short lower third of face	HP:0000331
short chin	HP:0000331
vertical hypoplasia of chin	HP:0000331
decreased height of chin	HP:0000331
wide forehead	HP:0000337
bitemporal widening	HP:0000337
intertemporal widening	HP:0000337
increased bitemporal width	HP:0000337
broad forehead	HP:0000337
increased bitemporal dimension	HP:0000337
increased width of the forehead	HP:0000337
narrow forehead	HP:0000341
narrow bitemporal width	HP:0000341
bitemporal narrowness	HP:0000341
bitemporal narrowing	HP:0000341
decreased width of the forehead	HP:0000341
bitemporal skull narrowing	HP:0000341
narrow bitemporal diameter	HP:0000341
intertemporal narrowing	HP:0000341
temporal narrowness	HP:0000341
vertical hyperplasia of philtrum	HP:0000343
increased height of philtrum	HP:0000343
elongated philtrum	HP:0000343
increased length of philtrum	HP:0000343
increased vertical dimension of philtrum	HP:0000343
robin mandible	HP:0000347
mandibular hypoplasia	HP:0000347
